comment_id,comment_text,sentiment,stance,topic,source,project_name,date_submitted,provenance_url
CMT26858,This initiative is a welcome step towards renewable energy; please ensure adequate funding and local training programs.  yeh hamare liye zaroori hai.,Mixed,Support,Water Management,MoEFCC_attachment,Plastic Recycling Facility,28-08-2022,https://example.org/MoEFCC_attachment/Plastic_Recycling_Facility/26858
CMT03687,This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.,Positive,Support,Education,MoEFCC_attachment,Waste-to-Energy Plant,28-09-2023,https://example.org/MoEFCC_attachment/Waste-to-Energy_Plant/3687
CMT00292,Please ensure that solid waste management plans comply with SWM rules and include segregation at source.,Negative,Support,Biodiversity,MoEFCC_attachment,Coastal Highway,19-04-2023,https://example.org/MoEFCC_attachment/Coastal_Highway/292
CMT31413,The public hearing process lacked transparency; many villagers did not receive notice and could not participate.,Mixed,Support,Transport,Manthan_compilation,Riverfront Development Project,06-01-2025,https://example.org/Manthan_compilation/Riverfront_Development_Project/31413
CMT02086,There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats.,Negative,Suggestion Only,Tribal Rights,MyGov_discussion,Urban Metro Line,19-11-2023,https://example.org/MyGov_discussion/Urban_Metro_Line/2086
CMT48108,The public hearing process lacked transparency; many villagers did not receive notice and could not participate.  local logon ka sahyog lena zaroori hai.,Positive,Neutral,Renewable Energy,Manthan_compilation,Irrigation Canal Project,07-07-2024,https://example.org/Manthan_compilation/Irrigation_Canal_Project/48108
CMT29297,"I appreciate the focus on sustainability but seek stronger monitoring, independent audits, and public disclosure.",Positive,Conditional Support,Public Health,NGO_submission,Urban Metro Line,19-04-2025,https://example.org/NGO_submission/Urban_Metro_Line/29297
CMT43605,This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.,Positive,Support,Education,NGO_submission,Waste-to-Energy Plant,29-08-2024,https://example.org/NGO_submission/Waste-to-Energy_Plant/43605
CMT11748,Please provide a clear plan for wastewater treatment and monitoring before approving this project.,Mixed,Support,Land Acquisition,MoEFCC_attachment,Irrigation Canal Project,03-07-2023,https://example.org/MoEFCC_attachment/Irrigation_Canal_Project/11748
CMT32613,The proposal's timeline is unrealistic; request an extended public consultation period for thorough review.,Mixed,Conditional Support,Environment,Manthan_compilation,Hydropower Dam Project,10-08-2023,https://example.org/Manthan_compilation/Hydropower_Dam_Project/32613
CMT47515,There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats.,Mixed,Oppose,Transport,NGO_submission,Waste-to-Energy Plant,24-09-2025,https://example.org/NGO_submission/Waste-to-Energy_Plant/47515
CMT36120,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Tamil Nadu.,Negative,Suggestion Only,Biodiversity,MyGov_discussion,Riverfront Development Project,27-07-2023,https://example.org/MyGov_discussion/Riverfront_Development_Project/36120
CMT32362,The public hearing process lacked transparency; many villagers did not receive notice and could not participate.,Neutral,Oppose,Renewable Energy,MoEFCC_attachment,Hydropower Dam Project,15-12-2023,https://example.org/MoEFCC_attachment/Hydropower_Dam_Project/32362
CMT32645,Please ensure that solid waste management plans comply with SWM rules and include segregation at source.  kripya is par dhyan dein.,Neutral,Suggestion Only,Livelihood,NGO_submission,Hydropower Dam Project,24-04-2024,https://example.org/NGO_submission/Hydropower_Dam_Project/32645
CMT30066,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.,Mixed,Suggestion Only,Agriculture,Manthan_compilation,Irrigation Canal Project,12-09-2024,https://example.org/Manthan_compilation/Irrigation_Canal_Project/30066
CMT01766,The proposed Mining Lease Proposal will create jobs but the EIA report fails to address long-term pollution impacts near West Bengal.,Positive,Oppose,Renewable Energy,NGO_submission,Mining Lease Proposal,02-10-2022,https://example.org/NGO_submission/Mining_Lease_Proposal/1766
CMT45059,The proposed site is too close to residential areas and risks public health due to air and noise pollution.,Negative,Suggestion Only,Pollution,NGO_submission,Coastal Highway,02-06-2024,https://example.org/NGO_submission/Coastal_Highway/45059
CMT29097,Please ensure that solid waste management plans comply with SWM rules and include segregation at source.,Negative,Support,Tribal Rights,Manthan_compilation,Waste-to-Energy Plant,10-08-2024,https://example.org/Manthan_compilation/Waste-to-Energy_Plant/29097
CMT48141,The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.,Neutral,Conditional Support,Infrastructure,MoEFCC_attachment,Industrial Park Phase II,17-07-2023,https://example.org/MoEFCC_attachment/Industrial_Park_Phase_II/48141
CMT26578,This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.,Positive,Conditional Support,Water Management,MoEFCC_attachment,Thermal Power Expansion,02-02-2025,https://example.org/MoEFCC_attachment/Thermal_Power_Expansion/26578
CMT36838,This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.,Positive,Support,Waste Management,MyGov_discussion,Afforestation Program,03-10-2022,https://example.org/MyGov_discussion/Afforestation_Program/36838
CMT20688,"This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards. Additionally, The proposal's timeline is unrealistic; request an extended public consultation period for thorough review.",Mixed,Support,Transport,MyGov_discussion,Mining Lease Proposal,05-10-2023,https://example.org/MyGov_discussion/Mining_Lease_Proposal/20688
CMT13293,"I appreciate the focus on sustainability but seek stronger monitoring, independent audits, and public disclosure.  kripya is par dhyan dein.",Mixed,Conditional Support,Livelihood,NGO_submission,Plastic Recycling Facility,22-05-2024,https://example.org/NGO_submission/Plastic_Recycling_Facility/13293
CMT22712,The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.,Mixed,Neutral,Infrastructure,MyGov_discussion,Riverfront Development Project,17-01-2023,https://example.org/MyGov_discussion/Riverfront_Development_Project/22712
CMT27363,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Uttarakhand.,Mixed,Oppose,Transport,MyGov_discussion,Mining Lease Proposal,14-07-2023,https://example.org/MyGov_discussion/Mining_Lease_Proposal/27363
CMT29230,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.,Mixed,Suggestion Only,Water Management,NGO_submission,Coastal Highway,29-09-2022,https://example.org/NGO_submission/Coastal_Highway/29230
CMT49112,"I appreciate the focus on sustainability but seek stronger monitoring, independent audits, and public disclosure.",Positive,Support,Agriculture,MoEFCC_attachment,Riverfront Development Project,09-11-2023,https://example.org/MoEFCC_attachment/Riverfront_Development_Project/49112
CMT22263,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.,Negative,Suggestion Only,Waste Management,MyGov_discussion,Hydropower Dam Project,07-03-2023,https://example.org/MyGov_discussion/Hydropower_Dam_Project/22263
CMT00690,"I appreciate the focus on sustainability but seek stronger monitoring, independent audits, and public disclosure.",Positive,Conditional Support,Water Management,NGO_submission,Hydropower Dam Project,03-08-2024,https://example.org/NGO_submission/Hydropower_Dam_Project/690
CMT36905,This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.,Positive,Support,Public Health,MoEFCC_attachment,Waste-to-Energy Plant,21-01-2025,https://example.org/MoEFCC_attachment/Waste-to-Energy_Plant/36905
CMT49787,This initiative is a welcome step towards renewable energy; please ensure adequate funding and local training programs.,Positive,Conditional Support,Land Acquisition,NGO_submission,Irrigation Canal Project,22-05-2025,https://example.org/NGO_submission/Irrigation_Canal_Project/49787
CMT19402,The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.,Neutral,Suggestion Only,Waste Management,MoEFCC_attachment,Riverfront Development Project,07-12-2025,https://example.org/MoEFCC_attachment/Riverfront_Development_Project/19402
CMT25003,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.,Negative,Oppose,Land Acquisition,NGO_submission,Plastic Recycling Facility,04-03-2025,https://example.org/NGO_submission/Plastic_Recycling_Facility/25003
CMT05895,This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.,Positive,Conditional Support,Public Health,MoEFCC_attachment,Irrigation Canal Project,23-05-2024,https://example.org/MoEFCC_attachment/Irrigation_Canal_Project/5895
CMT40277,Please provide a clear plan for wastewater treatment and monitoring before approving this project.,Neutral,Conditional Support,Land Acquisition,NGO_submission,Afforestation Program,19-10-2025,https://example.org/NGO_submission/Afforestation_Program/40277
CMT36102,The proposal's timeline is unrealistic; request an extended public consultation period for thorough review.,Positive,Neutral,Livelihood,NGO_submission,Thermal Power Expansion,13-01-2025,https://example.org/NGO_submission/Thermal_Power_Expansion/36102
CMT24760,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.,Neutral,Oppose,Pollution,MoEFCC_attachment,Thermal Power Expansion,13-06-2025,https://example.org/MoEFCC_attachment/Thermal_Power_Expansion/24760
CMT20489,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.,Mixed,Conditional Support,Public Health,Manthan_compilation,Riverfront Development Project,25-01-2024,https://example.org/Manthan_compilation/Riverfront_Development_Project/20489
CMT07927,The proposed site is too close to residential areas and risks public health due to air and noise pollution.  kripya is par dhyan dein.,Negative,Suggestion Only,Renewable Energy,NGO_submission,Waste-to-Energy Plant,01-04-2023,https://example.org/NGO_submission/Waste-to-Energy_Plant/7927
CMT48770,The proposed Industrial Park Phase II will create jobs but the EIA report fails to address long-term pollution impacts near Uttar Pradesh.,Mixed,Conditional Support,Land Acquisition,Manthan_compilation,Industrial Park Phase II,04-05-2024,https://example.org/Manthan_compilation/Industrial_Park_Phase_II/48770
CMT49410,There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats.,Mixed,Suggestion Only,Transport,Manthan_compilation,Industrial Park Phase II,03-06-2025,https://example.org/Manthan_compilation/Industrial_Park_Phase_II/49410
CMT41339,The public hearing process lacked transparency; many villagers did not receive notice and could not participate.,Positive,Support,Water Management,NGO_submission,Afforestation Program,02-01-2024,https://example.org/NGO_submission/Afforestation_Program/41339
CMT46654,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Uttar Pradesh.  is issue bahut important hai.,Negative,Suggestion Only,Land Acquisition,MoEFCC_attachment,Solar Park Initiative,19-10-2022,https://example.org/MoEFCC_attachment/Solar_Park_Initiative/46654
CMT02798,This initiative is a welcome step towards renewable energy; please ensure adequate funding and local training programs.,Positive,Conditional Support,Education,Manthan_compilation,Waste-to-Energy Plant,03-08-2025,https://example.org/Manthan_compilation/Waste-to-Energy_Plant/2798
CMT12237,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in West Bengal.  local logon ka sahyog lena zaroori hai.,Mixed,Suggestion Only,Renewable Energy,Manthan_compilation,Waste-to-Energy Plant,12-02-2024,https://example.org/Manthan_compilation/Waste-to-Energy_Plant/12237
CMT23610,The public hearing process lacked transparency; many villagers did not receive notice and could not participate.,Neutral,Suggestion Only,Renewable Energy,MoEFCC_attachment,Hydropower Dam Project,02-10-2022,https://example.org/MoEFCC_attachment/Hydropower_Dam_Project/23610
CMT21467,"Please ensure that solid waste management plans comply with SWM rules and include segregation at source. Additionally, I appreciate the focus on sustainability but seek stronger monitoring, independent audits, and public disclosure.",Negative,Neutral,Tribal Rights,MoEFCC_attachment,Thermal Power Expansion,05-08-2024,https://example.org/MoEFCC_attachment/Thermal_Power_Expansion/21467
CMT31957,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.  iska samadhan jaldi chahiye.,Mixed,Suggestion Only,Livelihood,Manthan_compilation,Hydropower Dam Project,31-07-2023,https://example.org/Manthan_compilation/Hydropower_Dam_Project/31957
CMT49159,The proposal's timeline is unrealistic; request an extended public consultation period for thorough review.,Negative,Conditional Support,Waste Management,MoEFCC_attachment,Riverfront Development Project,16-09-2024,https://example.org/MoEFCC_attachment/Riverfront_Development_Project/49159
CMT33582,This initiative is a welcome step towards renewable energy; please ensure adequate funding and local training programs.,Positive,Conditional Support,Agriculture,MoEFCC_attachment,Irrigation Canal Project,05-06-2023,https://example.org/MoEFCC_attachment/Irrigation_Canal_Project/33582
CMT23278,"No proper groundwater recharge study has been provided; this could worsen water scarcity locally. Additionally, The proposal's timeline is unrealistic; request an extended public consultation period for thorough review.",Negative,Neutral,Governance,MoEFCC_attachment,Solar Park Initiative,15-08-2024,https://example.org/MoEFCC_attachment/Solar_Park_Initiative/23278
CMT32347,There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats.,Negative,Oppose,Tribal Rights,MyGov_discussion,Afforestation Program,11-09-2025,https://example.org/MyGov_discussion/Afforestation_Program/32347
CMT04886,This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.,Mixed,Conditional Support,Land Acquisition,NGO_submission,Waste-to-Energy Plant,01-10-2022,https://example.org/NGO_submission/Waste-to-Energy_Plant/4886
CMT01217,Please provide a clear plan for wastewater treatment and monitoring before approving this project.,Positive,Conditional Support,Infrastructure,MyGov_discussion,Plastic Recycling Facility,26-10-2023,https://example.org/MyGov_discussion/Plastic_Recycling_Facility/1217
CMT18934,Please provide a clear plan for wastewater treatment and monitoring before approving this project.,Neutral,Conditional Support,Transport,MyGov_discussion,Plastic Recycling Facility,13-08-2023,https://example.org/MyGov_discussion/Plastic_Recycling_Facility/18934
CMT11774,Please provide a clear plan for wastewater treatment and monitoring before approving this project.,Negative,Support,Education,MoEFCC_attachment,Riverfront Development Project,13-11-2023,https://example.org/MoEFCC_attachment/Riverfront_Development_Project/11774
CMT46594,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.,Mixed,Oppose,Education,MyGov_discussion,Hydropower Dam Project,19-08-2023,https://example.org/MyGov_discussion/Hydropower_Dam_Project/46594
CMT37211,The proposed site is too close to residential areas and risks public health due to air and noise pollution.,Mixed,Suggestion Only,Agriculture,NGO_submission,Industrial Park Phase II,20-06-2025,https://example.org/NGO_submission/Industrial_Park_Phase_II/37211
CMT23725,Please ensure that solid waste management plans comply with SWM rules and include segregation at source.,Positive,Support,Waste Management,NGO_submission,Thermal Power Expansion,01-05-2025,https://example.org/NGO_submission/Thermal_Power_Expansion/23725
CMT05606,The proposed site is too close to residential areas and risks public health due to air and noise pollution.,Negative,Oppose,Pollution,Manthan_compilation,Plastic Recycling Facility,24-01-2024,https://example.org/Manthan_compilation/Plastic_Recycling_Facility/5606
CMT02090,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Uttarakhand.,Mixed,Suggestion Only,Waste Management,NGO_submission,Coastal Highway,14-02-2023,https://example.org/NGO_submission/Coastal_Highway/2090
CMT04740,The proposed site is too close to residential areas and risks public health due to air and noise pollution.,Mixed,Oppose,Governance,MyGov_discussion,Irrigation Canal Project,28-03-2023,https://example.org/MyGov_discussion/Irrigation_Canal_Project/4740
CMT04287,"This initiative is a welcome step towards renewable energy; please ensure adequate funding and local training programs. Additionally, The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.",Positive,Conditional Support,Renewable Energy,Manthan_compilation,Riverfront Development Project,10-08-2023,https://example.org/Manthan_compilation/Riverfront_Development_Project/4287
CMT22585,The public hearing process lacked transparency; many villagers did not receive notice and could not participate.,Positive,Oppose,Education,MyGov_discussion,Solar Park Initiative,10-01-2023,https://example.org/MyGov_discussion/Solar_Park_Initiative/22585
CMT35810,There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats.,Mixed,Oppose,Land Acquisition,NGO_submission,Irrigation Canal Project,03-10-2024,https://example.org/NGO_submission/Irrigation_Canal_Project/35810
CMT16089,"The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.  is issue bahut important hai. Additionally, Please ensure that solid waste management plans comply with SWM rules and include segregation at source.",Negative,Oppose,Transport,NGO_submission,Afforestation Program,12-03-2024,https://example.org/NGO_submission/Afforestation_Program/16089
CMT46659,The public hearing process lacked transparency; many villagers did not receive notice and could not participate.,Negative,Neutral,Land Acquisition,Manthan_compilation,Waste-to-Energy Plant,30-08-2022,https://example.org/Manthan_compilation/Waste-to-Energy_Plant/46659
CMT47267,The proposed Mining Lease Proposal will create jobs but the EIA report fails to address long-term pollution impacts near Tamil Nadu.,Neutral,Neutral,Public Health,MoEFCC_attachment,Mining Lease Proposal,13-11-2024,https://example.org/MoEFCC_attachment/Mining_Lease_Proposal/47267
CMT46984,The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.,Negative,Suggestion Only,Land Acquisition,MoEFCC_attachment,Thermal Power Expansion,10-09-2025,https://example.org/MoEFCC_attachment/Thermal_Power_Expansion/46984
CMT37177,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.,Mixed,Suggestion Only,Public Health,MoEFCC_attachment,Waste-to-Energy Plant,16-12-2022,https://example.org/MoEFCC_attachment/Waste-to-Energy_Plant/37177
CMT12140,"Please ensure that solid waste management plans comply with SWM rules and include segregation at source. Additionally, The proposed Hydropower Dam Project will create jobs but the EIA report fails to address long-term pollution impacts near Maharashtra.",Negative,Neutral,Land Acquisition,MyGov_discussion,Hydropower Dam Project,11-09-2025,https://example.org/MyGov_discussion/Hydropower_Dam_Project/12140
CMT30140,The proposed site is too close to residential areas and risks public health due to air and noise pollution.,Negative,Oppose,Public Health,NGO_submission,Industrial Park Phase II,19-12-2024,https://example.org/NGO_submission/Industrial_Park_Phase_II/30140
CMT04439,Please provide a clear plan for wastewater treatment and monitoring before approving this project.,Mixed,Support,Biodiversity,MyGov_discussion,Urban Metro Line,02-10-2023,https://example.org/MyGov_discussion/Urban_Metro_Line/4439
CMT07203,This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.,Mixed,Support,Environment,MoEFCC_attachment,Industrial Park Phase II,21-08-2024,https://example.org/MoEFCC_attachment/Industrial_Park_Phase_II/7203
CMT39320,There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats.  iska samadhan jaldi chahiye.,Negative,Suggestion Only,Renewable Energy,MoEFCC_attachment,Waste-to-Energy Plant,18-08-2025,https://example.org/MoEFCC_attachment/Waste-to-Energy_Plant/39320
CMT46245,This initiative is a welcome step towards renewable energy; please ensure adequate funding and local training programs.,Mixed,Support,Water Management,Manthan_compilation,Afforestation Program,25-10-2022,https://example.org/Manthan_compilation/Afforestation_Program/46245
CMT21087,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.,Positive,Suggestion Only,Livelihood,Manthan_compilation,Riverfront Development Project,26-04-2023,https://example.org/Manthan_compilation/Riverfront_Development_Project/21087
CMT01828,The public hearing process lacked transparency; many villagers did not receive notice and could not participate.,Neutral,Support,Pollution,NGO_submission,Hydropower Dam Project,07-08-2024,https://example.org/NGO_submission/Hydropower_Dam_Project/1828
CMT05454,Please ensure that solid waste management plans comply with SWM rules and include segregation at source.,Neutral,Oppose,Pollution,Manthan_compilation,Coastal Highway,27-11-2023,https://example.org/Manthan_compilation/Coastal_Highway/5454
CMT21879,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.,Mixed,Support,Pollution,MoEFCC_attachment,Waste-to-Energy Plant,16-01-2023,https://example.org/MoEFCC_attachment/Waste-to-Energy_Plant/21879
CMT29001,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.,Mixed,Support,Agriculture,Manthan_compilation,Coastal Highway,12-10-2024,https://example.org/Manthan_compilation/Coastal_Highway/29001
CMT18409,Please provide a clear plan for wastewater treatment and monitoring before approving this project.,Positive,Neutral,Environment,Manthan_compilation,Afforestation Program,04-09-2022,https://example.org/Manthan_compilation/Afforestation_Program/18409
CMT28505,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.,Neutral,Oppose,Transport,MyGov_discussion,Hydropower Dam Project,11-11-2024,https://example.org/MyGov_discussion/Hydropower_Dam_Project/28505
CMT01871,This initiative is a welcome step towards renewable energy; please ensure adequate funding and local training programs.,Positive,Conditional Support,Pollution,MoEFCC_attachment,Plastic Recycling Facility,03-09-2022,https://example.org/MoEFCC_attachment/Plastic_Recycling_Facility/1871
CMT49439,This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.,Positive,Support,Public Health,Manthan_compilation,Urban Metro Line,25-09-2022,https://example.org/Manthan_compilation/Urban_Metro_Line/49439
CMT41238,"I appreciate the focus on sustainability but seek stronger monitoring, independent audits, and public disclosure.  local logon ka sahyog lena zaroori hai.",Positive,Support,Public Health,MyGov_discussion,Industrial Park Phase II,30-11-2023,https://example.org/MyGov_discussion/Industrial_Park_Phase_II/41238
CMT47811,The proposed site is too close to residential areas and risks public health due to air and noise pollution.,Mixed,Oppose,Agriculture,MyGov_discussion,Afforestation Program,15-09-2024,https://example.org/MyGov_discussion/Afforestation_Program/47811
CMT34287,The proposal's timeline is unrealistic; request an extended public consultation period for thorough review.,Negative,Neutral,Public Health,MyGov_discussion,Irrigation Canal Project,27-10-2023,https://example.org/MyGov_discussion/Irrigation_Canal_Project/34287
CMT19961,The proposed Urban Metro Line will create jobs but the EIA report fails to address long-term pollution impacts near Odisha.,Positive,Neutral,Water Management,MoEFCC_attachment,Urban Metro Line,12-12-2022,https://example.org/MoEFCC_attachment/Urban_Metro_Line/19961
CMT48474,This initiative is a welcome step towards renewable energy; please ensure adequate funding and local training programs.,Positive,Conditional Support,Waste Management,Manthan_compilation,Thermal Power Expansion,11-10-2023,https://example.org/Manthan_compilation/Thermal_Power_Expansion/48474
CMT14318,The proposed site is too close to residential areas and risks public health due to air and noise pollution.,Negative,Suggestion Only,Renewable Energy,Manthan_compilation,Afforestation Program,03-10-2022,https://example.org/Manthan_compilation/Afforestation_Program/14318
CMT11525,"The public hearing process lacked transparency; many villagers did not receive notice and could not participate. Additionally, Please ensure that solid waste management plans comply with SWM rules and include segregation at source.",Mixed,Oppose,Livelihood,MyGov_discussion,Hydropower Dam Project,22-08-2023,https://example.org/MyGov_discussion/Hydropower_Dam_Project/11525
CMT12210,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.,Mixed,Suggestion Only,Biodiversity,MyGov_discussion,Riverfront Development Project,31-08-2022,https://example.org/MyGov_discussion/Riverfront_Development_Project/12210
CMT41617,The proposed Waste-to-Energy Plant will create jobs but the EIA report fails to address long-term pollution impacts near Odisha.,Mixed,Support,Tribal Rights,Manthan_compilation,Waste-to-Energy Plant,31-01-2024,https://example.org/Manthan_compilation/Waste-to-Energy_Plant/41617
CMT24329,"I appreciate the focus on sustainability but seek stronger monitoring, independent audits, and public disclosure.",Positive,Conditional Support,Public Health,MyGov_discussion,Industrial Park Phase II,13-09-2025,https://example.org/MyGov_discussion/Industrial_Park_Phase_II/24329
CMT05928,Please provide a clear plan for wastewater treatment and monitoring before approving this project.,Positive,Neutral,Public Health,MoEFCC_attachment,Plastic Recycling Facility,04-03-2024,https://example.org/MoEFCC_attachment/Plastic_Recycling_Facility/5928
CMT37951,Please provide a clear plan for wastewater treatment and monitoring before approving this project.,Negative,Conditional Support,Agriculture,MoEFCC_attachment,Solar Park Initiative,29-09-2023,https://example.org/MoEFCC_attachment/Solar_Park_Initiative/37951
CMT45149,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.,Mixed,Oppose,Biodiversity,Manthan_compilation,Hydropower Dam Project,11-09-2024,https://example.org/Manthan_compilation/Hydropower_Dam_Project/45149
CMT26905,"The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.  yeh hamare liye zaroori hai. Additionally, I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Maharashtra.",Negative,Neutral,Public Health,Manthan_compilation,Hydropower Dam Project,06-02-2024,https://example.org/Manthan_compilation/Hydropower_Dam_Project/26905
CMT00189,The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.  local logon ka sahyog lena zaroori hai.,Positive,Neutral,Environment,NGO_submission,Waste-to-Energy Plant,18-07-2025,https://example.org/NGO_submission/Waste-to-Energy_Plant/189
CMT14894,The proposal's timeline is unrealistic; request an extended public consultation period for thorough review.,Mixed,Suggestion Only,Renewable Energy,MoEFCC_attachment,Solar Park Initiative,08-11-2022,https://example.org/MoEFCC_attachment/Solar_Park_Initiative/14894
CMT38578,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.,Negative,Oppose,Transport,MyGov_discussion,Urban Metro Line,01-07-2024,https://example.org/MyGov_discussion/Urban_Metro_Line/38578
CMT31400,Please ensure that solid waste management plans comply with SWM rules and include segregation at source.,Positive,Support,Transport,MoEFCC_attachment,Afforestation Program,08-09-2023,https://example.org/MoEFCC_attachment/Afforestation_Program/31400
CMT45817,"I appreciate the focus on sustainability but seek stronger monitoring, independent audits, and public disclosure.",Positive,Conditional Support,Governance,Manthan_compilation,Irrigation Canal Project,25-07-2025,https://example.org/Manthan_compilation/Irrigation_Canal_Project/45817
CMT16555,"Please ensure that solid waste management plans comply with SWM rules and include segregation at source.  iska samadhan jaldi chahiye. Additionally, Please provide a clear plan for wastewater treatment and monitoring before approving this project.",Mixed,Oppose,Biodiversity,NGO_submission,Coastal Highway,31-01-2025,https://example.org/NGO_submission/Coastal_Highway/16555
CMT12274,The proposal's timeline is unrealistic; request an extended public consultation period for thorough review.,Mixed,Conditional Support,Tribal Rights,MoEFCC_attachment,Afforestation Program,07-08-2024,https://example.org/MoEFCC_attachment/Afforestation_Program/12274
CMT34056,The public hearing process lacked transparency; many villagers did not receive notice and could not participate.,Positive,Conditional Support,Agriculture,MoEFCC_attachment,Thermal Power Expansion,23-10-2024,https://example.org/MoEFCC_attachment/Thermal_Power_Expansion/34056
CMT28576,The proposal's timeline is unrealistic; request an extended public consultation period for thorough review.,Mixed,Conditional Support,Environment,MoEFCC_attachment,Solar Park Initiative,12-06-2023,https://example.org/MoEFCC_attachment/Solar_Park_Initiative/28576
CMT30586,The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.,Negative,Suggestion Only,Environment,MoEFCC_attachment,Industrial Park Phase II,17-07-2025,https://example.org/MoEFCC_attachment/Industrial_Park_Phase_II/30586
CMT33376,There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats.,Negative,Suggestion Only,Livelihood,NGO_submission,Waste-to-Energy Plant,17-10-2022,https://example.org/NGO_submission/Waste-to-Energy_Plant/33376
CMT27407,The public hearing process lacked transparency; many villagers did not receive notice and could not participate.,Neutral,Oppose,Land Acquisition,MyGov_discussion,Afforestation Program,12-09-2025,https://example.org/MyGov_discussion/Afforestation_Program/27407
CMT12233,Please provide a clear plan for wastewater treatment and monitoring before approving this project.,Mixed,Support,Tribal Rights,NGO_submission,Industrial Park Phase II,28-10-2022,https://example.org/NGO_submission/Industrial_Park_Phase_II/12233
CMT48867,The proposed Waste-to-Energy Plant will create jobs but the EIA report fails to address long-term pollution impacts near Assam.,Positive,Support,Land Acquisition,MyGov_discussion,Waste-to-Energy Plant,29-03-2025,https://example.org/MyGov_discussion/Waste-to-Energy_Plant/48867
CMT43359,Please provide a clear plan for wastewater treatment and monitoring before approving this project.,Positive,Neutral,Governance,NGO_submission,Urban Metro Line,15-12-2023,https://example.org/NGO_submission/Urban_Metro_Line/43359
CMT34154,The proposed site is too close to residential areas and risks public health due to air and noise pollution.,Mixed,Suggestion Only,Agriculture,Manthan_compilation,Coastal Highway,24-02-2025,https://example.org/Manthan_compilation/Coastal_Highway/34154
CMT20847,This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.,Mixed,Conditional Support,Public Health,Manthan_compilation,Mining Lease Proposal,15-03-2023,https://example.org/Manthan_compilation/Mining_Lease_Proposal/20847
CMT19127,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Rajasthan.,Negative,Oppose,Livelihood,MoEFCC_attachment,Plastic Recycling Facility,24-05-2025,https://example.org/MoEFCC_attachment/Plastic_Recycling_Facility/19127
CMT25392,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.,Positive,Suggestion Only,Public Health,Manthan_compilation,Waste-to-Energy Plant,14-05-2025,https://example.org/Manthan_compilation/Waste-to-Energy_Plant/25392
CMT31848,The public hearing process lacked transparency; many villagers did not receive notice and could not participate.,Neutral,Suggestion Only,Tribal Rights,MyGov_discussion,Mining Lease Proposal,26-12-2022,https://example.org/MyGov_discussion/Mining_Lease_Proposal/31848
